symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize 
MSPL,Disclosure under SEBI Takeover Regulations,04072025002711,https://nsearchives.nseindia.com/corporate/team_sandeshc_09052025113101_6.pdf,MSP Steel & Power Limited,INE752G01015,04-Jul-2025 00:27:11,2025-07-04 00:27:11,106225494,Steel And Steel Products,nan,"MSP Steel & Power Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:27:12,00:00:01,1.66 MB
SOUTHWEST,Disclosure under SEBI Takeover Regulations,04072025002355,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025124558_3.pdf,South West Pinnacle Exploration Limited,INE980Y01015,04-Jul-2025 00:23:55,2025-07-04 00:23:55,106224021,nan,nan,"South West Pinnacle Exploration Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:23:56,00:00:01,1.64 MB
DBOL,Disclosure under SEBI Takeover Regulations,04072025002311,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025124502_2.pdf,Dhampur Bio Organics Limited,INE0I3401014,04-Jul-2025 00:23:11,2025-07-04 00:23:11,106224019,nan,nan,"Gautam Goel has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:23:12,00:00:01,305 KB
JGCHEM,Disclosure under SEBI Takeover Regulations,04072025002224,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025124125_disc.zip,J.G.Chemicals Limited,INE0MB501011,04-Jul-2025 00:22:24,2025-07-04 00:22:24,106224013,nan,nan,"J.G.Chemicals Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:22:26,00:00:02,3.10 MB
SHIVAMAUTO,General Updates,04072025001843,https://nsearchives.nseindia.com/corporate/SHIVAMAUTO_04072025001807_reg30.pdf,Shivam Autotech Limited,INE637H01016,04-Jul-2025 00:18:43,2025-07-04 00:18:43,106289524,Auto Ancillaries,nan,Shivam Autotech Limited has informed the Exchange about General Updates,nan,nan,nan,04-Jul-2025 00:18:44,00:00:01,573 KB
DBOL,Disclosure under SEBI Takeover Regulations,04072025001842,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025123227_26.pdf,Dhampur Bio Organics Limited,INE0I3401014,04-Jul-2025 00:18:42,2025-07-04 00:18:42,106224005,nan,nan,"Gautam Goel has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:18:43,00:00:01,359 KB
HIKAL,Disclosure under SEBI Takeover Regulations,04072025001801,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025120632_19.pdf,Hikal Limited,INE475B01014,04-Jul-2025 00:18:01,2025-07-04 00:18:01,106223954,Pharmaceuticals,nan,"B.N. Kalyani has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:18:02,00:00:01,207 KB
SUPREMEIND,Disclosure under SEBI Takeover Regulations,04072025001716,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025120450_18.pdf,Supreme Industries Limited,INE195A01010,04-Jul-2025 00:17:16,2025-07-04 00:17:16,106223953,Plastic And Plastic Products,nan,"Mahaveerprasad Surajmal Taparia has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:17:16,00:00:00,131 KB
DCMNVL,Disclosure under SEBI Takeover Regulations,04072025001623,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025120154_16.pdf,DCM Nouvelle Limited,INE08KP01019,04-Jul-2025 00:16:23,2025-07-04 00:16:23,106223949,nan,nan,"DCM Nouvelle Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:16:24,00:00:01,560 KB
BBTCL,Disclosure under SEBI Takeover Regulations,04072025001558,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025115804_13.pdf,B&B Triplewall Containers Limited,INE01EE01011,04-Jul-2025 00:15:58,2025-07-04 00:15:58,106223942,nan,nan,"Ravi Agarwal has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:15:59,00:00:01,322 KB
MSUMI,Disclosure under SEBI Takeover Regulations,04072025001545,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025115451_12.pdf,Motherson Sumi Wiring India Limited,INE0FS801015,04-Jul-2025 00:15:45,2025-07-04 00:15:45,106223939,nan,nan,"Motherson Sumi Wiring India Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:15:46,00:00:01,200 KB
INDOCO,Disclosure under SEBI Takeover Regulations,04072025001457,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025114610_6.pdf,Indoco Remedies Limited,INE873D01016,04-Jul-2025 00:14:57,2025-07-04 00:14:57,106223932,Pharmaceuticals,nan,"Indoco Remedies Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:14:58,00:00:01,400 KB
MADRASFERT,Disclosure under SEBI Takeover Regulations,04072025001423,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025114408_4.pdf,Madras Fertilizers Limited,INE414A01015,04-Jul-2025 00:14:23,2025-07-04 00:14:23,106223929,Fertilisers,nan,"Manoj Kumar, Government of India, Department of Fertilizers, Ministry of Chemicals & Fertilizers has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:14:25,00:00:02,492 KB
KICL,Disclosure under SEBI Takeover Regulations,04072025001353,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025113629_1.pdf,Kalyani Investment Company Limited,INE029L01018,04-Jul-2025 00:13:53,2025-07-04 00:13:53,106223921,Finance,nan,"B.N. Kalyani has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:13:54,00:00:01,247 KB
DDEVPLSTIK,Disclosure under SEBI Takeover Regulations,04072025001337,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025113311_23.pdf,Ddev Plastiks Industries Limited,INE0HR601026,04-Jul-2025 00:13:37,2025-07-04 00:13:37,106223917,nan,nan,"Narrindra Suranna has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:13:38,00:00:01,427 KB
NFL,Disclosure under SEBI Takeover Regulations,04072025001305,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025113059_22.pdf,National Fertilizers Limited,INE870D01012,04-Jul-2025 00:13:05,2025-07-04 00:13:05,106223916,Fertilisers,nan,"Manoj Kumar, Government of India, Department of Fertilizers, Ministry of Chemicals & Fertilizers has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:13:06,00:00:01,536 KB
SENCO,Disclosure under SEBI Takeover Regulations,04072025001228,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025112839_20.pdf,Senco Gold Limited,INE602W01019,04-Jul-2025 00:12:28,2025-07-04 00:12:28,106223911,nan,nan,"Suvankar Sen has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:12:29,00:00:01,288 KB
TATVA,Disclosure under SEBI Takeover Regulations,04072025001200,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025112139_19.pdf,Tatva Chintan Pharma Chem Limited,INE0GK401011,04-Jul-2025 00:12:00,2025-07-04 00:12:00,106223907,nan,nan,"Ajay Mansukhlal Patel has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:12:01,00:00:01,163 KB
GENCON,Disclosure under SEBI Takeover Regulations,04072025001139,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025111758_16.pdf,Generic Engineering Construction and Projects Limited,INE854S01022,04-Jul-2025 00:11:39,2025-07-04 00:11:39,106223901,nan,nan,"Manish Ravilal Patel has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:11:41,00:00:02,1.26 MB
VBL,Disclosure under SEBI Takeover Regulations,04072025001102,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025111637_15.pdf,Varun Beverages Limited,INE200M01013,04-Jul-2025 00:11:02,2025-07-04 00:11:02,106223900,nan,nan,"Varun Beverages Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:11:03,00:00:01,971 KB
DDEVPLSTIK,Disclosure under SEBI Takeover Regulations,04072025001029,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025111540_14.pdf,Ddev Plastiks Industries Limited,INE0HR601026,04-Jul-2025 00:10:29,2025-07-04 00:10:29,106223897,nan,nan,"Sarla Surana has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:10:30,00:00:01,403 KB
HEADSUP,Disclosure under SEBI Takeover Regulations,04072025000954,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025111338_12.PDF,Heads UP Ventures Limited,INE759V01019,04-Jul-2025 00:09:54,2025-07-04 00:09:54,106223894,nan,nan,"Sudha Biharilal Mandhana has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:09:55,00:00:01,1.28 MB
RADIANTCMS,Disclosure under SEBI Takeover Regulations,04072025000829,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025111208_11.pdf,Radiant Cash Management Services Limited,INE855R01021,04-Jul-2025 00:08:29,2025-07-04 00:08:29,106223892,nan,nan,"Radiant Cash Management Services Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:08:30,00:00:01,908 KB
KAUSHALYA,Disclosure under SEBI Takeover Regulations,04072025000739,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025110801_7.pdf,Kaushalya Infrastructure Development Corporation Limited,INE234I01010,04-Jul-2025 00:07:39,2025-07-04 00:07:39,106223886,Construction,nan,"Kaushalya Infrastructure Dev. Corp. Ltd. has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:07:39,00:00:00,575 KB
BSOFT,Disclosure under SEBI Takeover Regulations,04072025000713,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025110538_5.pdf,BIRLASOFT LIMITED,INE836A01035,04-Jul-2025 00:07:13,2025-07-04 00:07:13,106223883,nan,nan,"National Engineering Industries Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:07:14,00:00:01,253 KB
BALAJITELE,Press Release,04072025000349,https://nsearchives.nseindia.com/corporate/BALAJITELE_04072025000336_PRESSRELEASEMARCH25.pdf,Balaji Telefilms Limited,INE794B01026,04-Jul-2025 00:03:49,2025-07-04 00:03:49,106289523,Media & Entertainment,nan,"Balaji Telefilms Limited has informed the Exchange regarding a press release dated July 03, 2025, titled ""Balaji Telefilms Reports Full-Year Consolidated Revenue at &#8377; 453.1 Cr; FY25 PAT reported at &#8377; 84.6 Cr"".",nan,nan,nan,04-Jul-2025 00:03:50,00:00:01,3.83 MB
ABMINTLLTD,Disclosure under SEBI Takeover Regulations,04072025000137,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025110046_3.pdf,ABM International Limited,INE251C01025,04-Jul-2025 00:01:37,2025-07-04 00:01:37,106223881,nan,nan,"Rajneesh Gandhi has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:01:38,00:00:01,1.92 MB
BALAJITELE,Outcome of Board Meeting,04072025000024,https://nsearchives.nseindia.com/corporate/BALAJITELE_04072025000008_PublishAFR2025.pdf,Balaji Telefilms Limited,INE794B01026,04-Jul-2025 00:00:24,2025-07-04 00:00:24,106289522,Media & Entertainment,nan,"Balaji Telefilms Limited has informed the Exchange regarding  Board meeting held on July 03, 2025.",nan,nan,nan,04-Jul-2025 00:00:26,00:00:02,1.62 MB
HINDMOTORS,Disclosure under SEBI Takeover Regulations,04072025000004,https://nsearchives.nseindia.com/corporate/team_sandeshc_08052025105726_HM.pdf,Hindustan Motors Limited,INE253A01025,04-Jul-2025 00:00:04,2025-07-04 00:00:04,106223877,Automobiles - 4 Wheelers,nan,"National Bearing Company (Jaipur) Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,04-Jul-2025 00:00:05,00:00:01,537 KB
RKDL,Disclosure under SEBI Takeover Regulations,03072025235936,https://nsearchives.nseindia.com/corporate/team_bbodade_05052025185114_RKDL.pdf,Ravi Kumar Distilleries Limited,INE722J01012,03-Jul-2025 23:59:36,2025-07-03 23:59:36,106220476,Brew/Distilleries,nan,"Ravi Kumar Distilleries Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,03-Jul-2025 23:59:37,00:00:01,351 KB
INGERRAND,Disclosure under SEBI Takeover Regulations,03072025235816,https://nsearchives.nseindia.com/corporate/team_bbodade_05052025183325_INGERRAND.zip,Ingersoll Rand (India) Limited,INE177A01018,03-Jul-2025 23:58:16,2025-07-03 23:58:16,106220448,Compressors / Pumps,nan,"Ingersoll Rand (India) Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,03-Jul-2025 23:58:18,00:00:02,1014 KB
AVALON,Disclosure under SEBI Takeover Regulations,03072025235741,https://nsearchives.nseindia.com/corporate/team_bbodade_05052025182748_AVALON.zip,Avalon Technologies Limited,INE0LCL01028,03-Jul-2025 23:57:41,2025-07-03 23:57:41,106220434,nan,nan,"Avalon Technologies Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",nan,nan,nan,03-Jul-2025 23:57:41,00:00:00,88 KB
JSWSTEEL,Shareholders meeting,03072025234043,https://nsearchives.nseindia.com/corporate/amartiwari_03072025233952_Notice_of_AGM.pdf,JSW Steel Limited,INE019A01020,03-Jul-2025 23:40:43,2025-07-03 23:40:43,106289479,Steel And Steel Products,nan,"JSW Steel Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 25, 2025",nan,nan,nan,03-Jul-2025 23:40:43,00:00:00,713 KB
BALAJITELE,Change in Auditors,03072025233616,https://nsearchives.nseindia.com/corporate/BALAJITELE_03072025233606_Reg30.pdf,Balaji Telefilms Limited,INE794B01026,03-Jul-2025 23:36:16,2025-07-03 23:36:16,106289469,Media & Entertainment,nan,Balaji Telefilms Limited has informed the Exchange regarding Change in Auditors of the company.,nan,nan,nan,03-Jul-2025 23:36:17,00:00:01,177 KB
BALAJITELE,Change in Director(s),03072025233355,https://nsearchives.nseindia.com/corporate/BALAJITELE_03072025233338_Reg30.pdf,Balaji Telefilms Limited,INE794B01026,03-Jul-2025 23:33:55,2025-07-03 23:33:55,106289468,Media & Entertainment,nan,Balaji Telefilms Limited has informed the Exchange regarding Change in Director(s) of the company.,nan,nan,nan,03-Jul-2025 23:33:56,00:00:01,177 KB
BALAJITELE,Outcome of Board Meeting,03072025232919,https://nsearchives.nseindia.com/corporate/BALAJITELE_03072025232840_PublishAFR2025.pdf,Balaji Telefilms Limited,INE794B01026,03-Jul-2025 23:29:19,2025-07-03 23:29:19,106289467,Media & Entertainment,nan,"Balaji Telefilms Limited has submitted to the Exchange, the financial results for the period ended March 31, 2025.",nan,nan,nan,03-Jul-2025 23:29:20,00:00:01,1.62 MB
HONAUT,Rumour Verification - Regulation 30(11),03072025232615,https://nsearchives.nseindia.com/corporate/HONAUT_03072025232444_HAILSEIntimation3July2025.pdf,Honeywell Automation India Limited,INE671A01010,03-Jul-2025 23:26:15,2025-07-03 23:26:15,106289466,Electronics - Industrial,nan,Honeywell Automation India Limited has informed the Exchange about Rumour Verification - Regulation 30(11),nan,nan,nan,03-Jul-2025 23:26:16,00:00:01,223 KB
